source_text,target_text,source_text_no_stopwords,source_text_stemmed,source_text_lemmatized,target_text_no_stopwords,target_text_stemmed,target_text_lemmatized
"hey, do you want to go out for pizza tonight?","yo, wanna hit up some pizza tonight?",hey want pizza tonight,hey want pizza tonight,hey want pizza tonight,yo wanna hit pizza tonight,yo wanna hit pizza tonight,yo wanna hit pizza tonight
i'm just relaxing at home and watching some movies.,"chillin' at my crib, vibing with some flicks.",i'm just relaxing home watching movies,i'm just relax home watch movi,i'm just relaxing home watching movie,chillin crib vibing flicks,chillin crib vibe flick,chillin crib vibing flick
i'm just going to relax at home and watch some videos.,"i'm just chillin' at home, binge-watching vids, no cap.",i'm just going relax home watch videos,i'm just go relax home watch video,i'm just going relax home watch video,i'm just chillin home binge watching vids cap,i'm just chillin home bing watch vid cap,i'm just chillin home binge watching vids cap
"hey, are you free to hang out this afternoon?","yo, you down to chill today?",hey free hang afternoon,hey free hang afternoon,hey free hang afternoon,yo chill today,yo chill today,yo chill today
i'm really tired today and just want to relax.,"i'm so drained today, just tryna chill and vibe.",i'm really tired today just want relax,i'm realli tire today just want relax,i'm really tired today just want relax,i'm drained today just tryna chill vibe,i'm drain today just tryna chill vibe,i'm drained today just tryna chill vibe
i'm feeling really tired today and just want to chill at home.,"i'm straight-up drained today, just tryna netflix and veg at home, no cap.",i'm feeling really tired today just want chill home,i'm feel realli tire today just want chill home,i'm feeling really tired today just want chill home,i'm straight drained today just tryna netflix veg home cap,i'm straight drain today just tryna netflix veg home cap,i'm straight drained today just tryna netflix veg home cap
"i'm just sitting here, relaxing and listening to some music.","i'm just vibin' here, chillin’ with my tunes.",i'm just sitting relaxing listening music,i'm just sit relax listen music,i'm just sitting relaxing listening music,i'm just vibin chillin tunes,i'm just vibin chillin tune,i'm just vibin chillin tune
i'm grabbing a coffee with my friends this afternoon.,"i'm chugging a latte with my squad later, no cap.",i'm grabbing coffee friends afternoon,i'm grab coffe friend afternoon,i'm grabbing coffee friend afternoon,i'm chugging latte squad later cap,i'm chug latt squad later cap,i'm chugging latte squad later cap
let's hang out at the mall this afternoon.,"yo, let's vibe at the mall later!",let's hang mall afternoon,let' hang mall afternoon,let's hang mall afternoon,yo let's vibe mall later,yo let' vibe mall later,yo let's vibe mall later
"hey, do you want to hang out later to watch a movie?","yo, wanna vibe later and catch a flick?",hey want hang later watch movie,hey want hang later watch movi,hey want hang later watch movie,yo wanna vibe later catch flick,yo wanna vibe later catch flick,yo wanna vibe later catch flick
i'm just feeling really tired today.,"i'm totally drained today, no cap.",i'm just feeling really tired today,i'm just feel realli tire today,i'm just feeling really tired today,i'm totally drained today cap,i'm total drain today cap,i'm totally drained today cap
"hey, do you want to grab a quick coffee before the movie?","yo, wanna grab a quick latte before the flick?",hey want grab quick coffee movie,hey want grab quick coffe movi,hey want grab quick coffee movie,yo wanna grab quick latte flick,yo wanna grab quick latt flick,yo wanna grab quick latte flick
i'm just really tired today because i didn't sleep well.,i'm lowkey exhausted today 'cause i slept like trash.,i'm just really tired today didn't sleep,i'm just realli tire today didn't sleep,i'm just really tired today didn't sleep,i'm lowkey exhausted today cause slept like trash,i'm lowkey exhaust today caus slept like trash,i'm lowkey exhausted today cause slept like trash
did you see the new movie that just came out?,"yo, did you peep the new flick that just dropped?",did new movie just came,did new movi just came,did new movie just came,yo did peep new flick just dropped,yo did peep new flick just drop,yo did peep new flick just dropped
"hey, do you want to hang out after school?","yo, wanna chill after class?",hey want hang school,hey want hang school,hey want hang school,yo wanna chill class,yo wanna chill class,yo wanna chill class
i'm really excited to go to the concert tonight.,i'm so hyped for the concert tonight!,i'm really excited concert tonight,i'm realli excit concert tonight,i'm really excited concert tonight,i'm hyped concert tonight,i'm hype concert tonight,i'm hyped concert tonight
i'm just going to chill at home and watch some movies tonight.,i'm just gon' vibe at my place and binge some flicks tonight.,i'm just going chill home watch movies tonight,i'm just go chill home watch movi tonight,i'm just going chill home watch movie tonight,i'm just gon vibe place binge flicks tonight,i'm just gon vibe place bing flick tonight,i'm just gon vibe place binge flick tonight
i'm just going to chill at home and watch some shows.,"i'm just vibing at home, binge-watching some shows.",i'm just going chill home watch shows,i'm just go chill home watch show,i'm just going chill home watch show,i'm just vibing home binge watching shows,i'm just vibe home bing watch show,i'm just vibing home binge watching show
i'm really excited for the party tonight.,i'm so hyped for the party tonight!,i'm really excited party tonight,i'm realli excit parti tonight,i'm really excited party tonight,i'm hyped party tonight,i'm hype parti tonight,i'm hyped party tonight
i'm really excited to chill with my friends tonight.,i'm soooo hyped to hang with my squad tonight!,i'm really excited chill friends tonight,i'm realli excit chill friend tonight,i'm really excited chill friend tonight,i'm soooo hyped hang squad tonight,i'm soooo hype hang squad tonight,i'm soooo hyped hang squad tonight
"hey, do you want to grab something to eat later?","yo, wanna catch a snack later?",hey want grab eat later,hey want grab eat later,hey want grab eat later,yo wanna catch snack later,yo wanna catch snack later,yo wanna catch snack later
"hey, did you finish your homework?","yo, did you peep your homework yet?",hey did finish homework,hey did finish homework,hey did finish homework,yo did peep homework,yo did peep homework,yo did peep homework
i'm just waiting for my friend to arrive so we can go to the cafe.,"just vibing, waitin' on my homie to pull up so we can hit the cafe.",i'm just waiting friend arrive cafe,i'm just wait friend arriv cafe,i'm just waiting friend arrive cafe,just vibing waitin homie pull hit cafe,just vibe waitin homi pull hit cafe,just vibing waitin homie pull hit cafe
i'm going to grab some food with my friends later.,"i'mma hit up my friends for some grub later, fr.",i'm going grab food friends later,i'm go grab food friend later,i'm going grab food friend later,i'mma hit friends grub later fr,i'mma hit friend grub later fr,i'mma hit friend grub later fr
i'm just relaxing at home and watching some videos.,i'm just vibing at home and streaming some vids.,i'm just relaxing home watching videos,i'm just relax home watch video,i'm just relaxing home watching video,i'm just vibing home streaming vids,i'm just vibe home stream vid,i'm just vibing home streaming vids
"hey, are you free this afternoon to hang out?","yo, you vibing this arvo to chill?",hey free afternoon hang,hey free afternoon hang,hey free afternoon hang,yo vibing arvo chill,yo vibe arvo chill,yo vibing arvo chill
i'm going to grab some coffee with my friends today.,i'm finna slurp some coffee with my crew today.,i'm going grab coffee friends today,i'm go grab coffe friend today,i'm going grab coffee friend today,i'm finna slurp coffee crew today,i'm finna slurp coffe crew today,i'm finna slurp coffee crew today
"hey, did you see that new movie last night?","yo, did you catch that new flick last night?",hey did new movie night,hey did new movi night,hey did new movie night,yo did catch new flick night,yo did catch new flick night,yo did catch new flick night
